condition_id,exercise_id,recommendation_priority,evidence_strength,stage_of_rehab,severity_range,minimum_pain_score,maximum_pain_score,mobility_requirement,contraindication_flag,contraindication_applies_if,progression_order,clinical_goal,rationale_for_condition,phase,priority,is_core
COND0209,EX0218,1,High,chronic,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",18,strength,"Selected for Postpartum Diastasis Recti Rehabilitation to address strength deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0209,EX0219,1,High,maintenance,mild-moderate-severe-complex,0,8,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",19,endurance,"Selected for Postpartum Diastasis Recti Rehabilitation to address endurance deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0209,EX0220,1,Moderate,acute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",20,pain self-management,"Selected for Postpartum Diastasis Recti Rehabilitation to address pain self-management deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",acute,1,no
COND0210,EX0201,10,Moderate,subacute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",1,motor control,"Selected for Pelvic Pain Syndrome to address motor control deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",subacute,10,yes
COND0210,EX0202,9,Moderate,chronic,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",2,motor control,"Selected for Pelvic Pain Syndrome to address motor control deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",chronic,9,yes
COND0210,EX0203,8,Moderate,maintenance,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",3,motor control,"Selected for Pelvic Pain Syndrome to address motor control deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",maintenance,8,yes
COND0210,EX0204,7,High,acute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",4,endurance,"Selected for Pelvic Pain Syndrome to address endurance deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",acute,7,yes
COND0210,EX0205,6,Moderate,subacute,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",5,ROM,"Selected for Pelvic Pain Syndrome to address ROM deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",subacute,6,yes
COND0210,EX0206,5,Moderate,chronic,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",6,motor control,"Selected for Pelvic Pain Syndrome to address motor control deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",chronic,5,yes
COND0210,EX0207,4,High,maintenance,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",7,strength,"Selected for Pelvic Pain Syndrome to address strength deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",maintenance,4,yes
COND0210,EX0208,3,Moderate,acute,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",8,motor control,"Selected for Pelvic Pain Syndrome to address motor control deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",acute,3,yes
COND0210,EX0209,2,Moderate,subacute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",9,motor control,"Selected for Pelvic Pain Syndrome to address motor control deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",subacute,2,yes
COND0210,EX0210,1,Moderate,chronic,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",10,motor control,"Selected for Pelvic Pain Syndrome to address motor control deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",chronic,1,yes
COND0210,EX0211,1,Moderate,maintenance,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",11,pain self-management,"Selected for Pelvic Pain Syndrome to address pain self-management deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0210,EX0212,1,Moderate,chronic,mild,0,3,moderate,yes,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",12,function,"Selected for Pelvic Pain Syndrome to address function deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0210,EX0213,1,Moderate,subacute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",13,ROM,"Selected for Pelvic Pain Syndrome to address ROM deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",subacute,1,no
COND0210,EX0214,1,Moderate,chronic,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",14,ROM,"Selected for Pelvic Pain Syndrome to address ROM deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0210,EX0215,1,Moderate,maintenance,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",15,ROM,"Selected for Pelvic Pain Syndrome to address ROM deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0210,EX0216,1,Moderate,acute,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",16,function,"Selected for Pelvic Pain Syndrome to address function deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",acute,1,no
COND0210,EX0217,1,Moderate,subacute,mild-moderate-severe-complex,0,8,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",17,function,"Selected for Pelvic Pain Syndrome to address function deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",subacute,1,no
COND0210,EX0218,1,High,chronic,mild-moderate,0,6,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",18,strength,"Selected for Pelvic Pain Syndrome to address strength deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",chronic,1,no
COND0210,EX0219,1,High,maintenance,mild-moderate-severe-complex,0,8,moderate,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",19,endurance,"Selected for Pelvic Pain Syndrome to address endurance deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",maintenance,1,no
COND0210,EX0220,1,Moderate,acute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",20,pain self-management,"Selected for Pelvic Pain Syndrome to address pain self-management deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",acute,1,no
COND0211,EX0201,10,Moderate,subacute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",1,motor control,"Selected for Postpartum Return-to-Exercise Rehabilitation to address motor control deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",subacute,10,yes
COND0211,EX0202,9,Moderate,chronic,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",2,motor control,"Selected for Postpartum Return-to-Exercise Rehabilitation to address motor control deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",chronic,9,yes
COND0211,EX0203,8,Moderate,maintenance,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",3,motor control,"Selected for Postpartum Return-to-Exercise Rehabilitation to address motor control deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",maintenance,8,yes
COND0211,EX0204,7,High,acute,mild-moderate-severe-complex,0,8,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",4,endurance,"Selected for Postpartum Return-to-Exercise Rehabilitation to address endurance deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",acute,7,yes
COND0211,EX0205,6,Moderate,subacute,mild-moderate,0,6,low,no,"red flags, unstable vitals, unhealed repair, prohibited weight bearing, severe symptom flare, or unsafe balance are present",5,ROM,"Selected for Postpartum Return-to-Exercise Rehabilitation to address ROM deficits in the pelvic health region while respecting stage, pain, mobility, and severity constraints.",subacute,6,yes
